rank,korean_spelling,english_spelling_romanization,frequency_band,syllables,token_note,source_url
20055,포고,pogo,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20056,포구,pogu,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20057,풍력,pungryeok,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20058,플로어,peulroeo,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20059,플릿,peulrit,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20060,피클,pikeul,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20061,피티,piti,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20062,필자,pilja,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20063,하순,hasun,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20064,한기총,hangichong,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20065,한남동,hannamdong,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20066,할라,halra,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20067,해버릴,haebeoril,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20068,해안선,haeanseon,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20069,헐크,heolkeu,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20071,홀드,holdeu,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20072,회유,hoeyu,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20073,횡성,hoengseong,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20074,흉부,hyungbu,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20116,가나,gana,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20117,가석방,gaseokbang,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20118,가야금,gayageum,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20119,가져간,gajyeogan,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20120,가호,gaho,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20121,갑상선,gapsangseon,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20122,강정호,gangjeongho,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20123,거린,georin,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20124,거요,geoyo,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20125,거침없이,geochimeopsi,20001-21000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
20126,건드려,geondeuryeo,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20127,건반,geonban,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20128,건전지,geonjeonji,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20129,걸어왔,geoleowat,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20130,걸이,geoli,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20131,격화,gyeokhwa,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20132,결부,gyeolbu,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20133,계발,gyebal,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20134,계획안,gyehoekan,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20135,과속,gwasok,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20136,관직,gwanjik,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20137,광활,gwanghwal,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20138,교보문고,gyobomungo,20001-21000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
20139,구급,gugeup,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20140,국문학,gukmunhak,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20141,굴지,gulji,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20142,굴착,gulchak,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20143,귀뚜라미,gwitturami,20001-21000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
20144,귀여웠,gwiyeowot,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20145,그루브,geurubeu,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20146,근력,geunryeok,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20147,금수,geumsu,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20148,금토,geumto,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20149,금하,geumha,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20150,기병,gibyeong,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20151,긴다,ginda,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20152,김민정,gimminjeong,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20153,김정남,gimjeongnam,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20154,김종국,gimjongguk,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20155,깜빡했,kkamppakhaet,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20156,끼얹,kkieonj,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20157,끼쳐,kkichyeo,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20158,날아라,nalara,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20159,내방,naebang,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20160,널려,neolryeo,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20161,네이티브,neitibeu,20001-21000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
20162,노브,nobeu,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20163,놓였,notyeot,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20164,눈매,nunmae,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20165,는단,neundan,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20166,니모,nimo,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20167,담가,damga,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20168,대구경북,daegugyeongbuk,20001-21000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
20169,대련,daeryeon,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20170,대양,daeyang,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20171,대전시,daejeonsi,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20172,데몬,demon,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20173,돈다,donda,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20174,돌려요,dolryeoyo,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20175,동질,dongjil,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20176,된대,doendae,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20177,두요,duyo,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20178,득실,deuksil,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20179,들끓,deulkkeulh,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20180,따끔,ttakkeum,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20181,딸려,ttalryeo,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20183,떠오를,tteooreul,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20184,떡밥,tteokbap,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20185,뛰어났,ttwieonat,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20186,라이카,raika,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20187,로직,rojik,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20188,마리우스,mariuseu,20001-21000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
20190,막힐,makhil,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20191,말레,malre,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20192,맞춘다,matchunda,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20193,맹인,maengin,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20194,멜버른,melbeoreun,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20195,명화,myeonghwa,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20196,모일,moil,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20197,목련,mokryeon,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20198,무직자,mujikja,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20199,무패,mupae,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20200,물길,mulgil,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20201,바론,baron,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20202,반공,bangong,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20203,발아,bala,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20204,발자취,baljachwi,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20205,배임,baeim,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20206,백야,baekya,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20207,벌목,beolmok,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20208,병영,byeongyeong,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20209,보험금,boheomgeum,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20210,복음서,bokeumseo,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20211,봉제,bongje,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20212,부관,bugwan,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20213,부질없,bujileops,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20214,부케,buke,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20215,부킹,buking,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20216,북단,bukdan,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20217,분다,bunda,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20218,분당구,bundanggu,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20219,불러일으키,bulreoileuki,20001-21000,5,Supplementary frequency token,https://github.com/rspeer/wordfreq
20220,불순,bulsun,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20221,브레이,beurei,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20222,블랑,beulrang,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20223,블록체인,beulrokchein,20001-21000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
20224,비야,biya,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20225,사색,sasaek,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20226,상생,sangsaeng,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20227,상아,sanga,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20228,상암,sangam,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20229,새긴,saegin,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20230,서양인,seoyangin,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20231,섬머,seommeo,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20232,섭씨,seopssi,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20233,성결,seonggyeol,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20234,세그먼트,segeumeonteu,20001-21000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
20235,세끼,sekki,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20236,세라믹,seramik,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20237,솔리드,solrideu,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20239,쇄신,swaesin,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20240,수려,suryeo,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20241,수빈,subin,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20242,수아,sua,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20243,수양,suyang,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20244,수용체,suyongche,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20245,수의,suui,20001-21000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
20246,수출입,suchulip,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
20247,숨쉬기,sumswigi,20001-21000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
